    （000001）华夏成长 | 基金吧 | 档案
    （002621）中欧消费主题股票A | 基金吧 | 档案
    （002622）广发稳裕保本 | 基金吧 | 档案
    （002623）广发服务业精选混合 | 基金吧 | 档案
    （002624）广发优企精选混合 | 基金吧 | 档案
    （002625）博时安怡6个月 | 基金吧 | 档案
    （002626）招商丰源混合A | 基金吧 | 档案
    （002627）招商丰源混合C | 基金吧 | 档案
    （002628）招商安博保本混合A | 基金吧 | 档案
    （002629）招商安博保本混合C | 基金吧 | 档案
    （002630）江信瑞福灵活配置混合A | 基金吧 | 档案
    （002631）江信瑞福灵活配置混合C | 基金吧 | 档案
    （002632）鑫元双债增强债券A | 基金吧 | 档案
    （002633）鑫元双债增强债券C | 基金吧 | 档案
    （002634）华宝未来主导混合 | 基金吧 | 档案
    （002635）融通增鑫债券 | 基金吧 | 档案
    （002636）广发集裕债券A | 基金吧 | 档案
    （002637）广发集裕债券C | 基金吧 | 档案
    （002638）兴业天融债券 | 基金吧 | 档案
    （002639）天弘价值精选灵活配置混合 | 基金吧 | 档案
    （002640）中信建投稳溢保本 | 基金吧 | 档案
    （002641）博时安润18个月定开债A | 基金吧 | 档案
    （002642）博时安润18个月定开债C | 基金吧 | 档案
    （002643）鹏华兴利混合 | 基金吧 | 档案
    （002644）大成景荣保本混合A | 基金吧 | 档案
    （002645）大成景荣保本混合C | 基金吧 | 档案
    （002646）中科沃土货币A | 基金吧 | 档案
    （002647）中科沃土货币B | 基金吧 | 档案
    （002648）东方合家保本混合 | 基金吧 | 档案
    （002650）东方红稳添利纯债 | 基金吧 | 档案
    （002651）东方红汇利债券A | 基金吧 | 档案
    （002652）东方红汇利债券C | 基金吧 | 档案
    （002653）泰康沪港深精选混合 | 基金吧 | 档案
    （002654）上投摩根策略精选混合 | 基金吧 | 档案
    （002655）南方卓享绝对收益 | 基金吧 | 档案
    （002656）南方创业板ETF联接A | 基金吧 | 档案
    （002657）招商安裕保本混合A | 基金吧 | 档案
    （002658）招商安裕保本混合C | 基金吧 | 档案
    （002659）兴业聚全灵活配置混合 | 基金吧 | 档案
    （002660）兴业聚源灵活配置混合 | 基金吧 | 档案
    （002661）兴业天禧债券 | 基金吧 | 档案
    （002662）前海开源沪港深大消费混合A | 基金吧 | 档案
    （002663）前海开源沪港深大消费混合C | 基金吧 | 档案
    （002664）万家瑞和灵活配置混合A | 基金吧 | 档案
    （002665）万家瑞和灵活配置混合C | 基金吧 | 档案
    （002666）前海开源沪港深创新成长混合 | 基金吧 | 档案
    （002667）前海开源沪港深创新成长混合 | 基金吧 | 档案
    （002668）兴业聚丰灵活配置混合 | 基金吧 | 档案
    （002669）华商万众创新混合 | 基金吧 | 档案
    （002670）万家瑞旭灵活配置混合A | 基金吧 | 档案
    （002671）万家瑞旭灵活配置混合C | 基金吧 | 档案
    （002672）诺德货币A | 基金吧 | 档案
    （002673）诺德货币B | 基金吧 | 档案
    （002674）中融融丰纯债A | 基金吧 | 档案
    （002675）中融融丰纯债C | 基金吧 | 档案
    （002677）国投瑞银和安债券A | 基金吧 | 档案
    （002678）国投瑞银和安债券C | 基金吧 | 档案
    （002679）工银安盈货币A | 基金吧 | 档案
    （002680）工银安盈货币B | 基金吧 | 档案
    （002681）金鹰元和保本A | 基金吧 | 档案
    （002682）金鹰元和保本C | 基金吧 | 档案
    （002683）民生加银前沿科技灵活配置混合 | 基金吧 | 档案
    （002684）民生加银鑫安纯债A | 基金吧 | 档案
    （002685）中欧丰泓沪港深混合A | 基金吧 | 档案
    （002686）中欧丰泓沪港深混合C | 基金吧 | 档案
    （002688）红塔红土长益定开债A | 基金吧 | 档案
    （002689）红塔红土长益定开债C | 基金吧 | 档案
    （002690）前海开源恒泽保本混合A | 基金吧 | 档案
    （002691）前海开源恒泽保本混合C | 基金吧 | 档案
    （002692）富国创新科技混合 | 基金吧 | 档案
    （002693）中银合利债券 | 基金吧 | 档案
    （002695）鹏华兴泽定期开放混合A | 基金吧 | 档案
    （002696）鹏华兴泽定期开放混合C | 基金吧 | 档案
    （002697）中欧消费主题股票C | 基金吧 | 档案
    （002698）博时裕利纯债债券 | 基金吧 | 档案
    （002699）华夏新起航混合A | 基金吧 | 档案
    （002700）华夏新起航混合C | 基金吧 | 档案
    （002701）东方红汇阳债券A | 基金吧 | 档案
    （002702）东方红汇阳债券C | 基金吧 | 档案
    （002703）长城久源保本混合 | 基金吧 | 档案
    （002704）德邦纯债一年定开债A | 基金吧 | 档案
    （002705）德邦纯债一年定开债C | 基金吧 | 档案
    （002706）民生加银现金添利货币 | 基金吧 | 档案
    （002708）大摩健康产业混合 | 基金吧 | 档案
    （002709）红塔红土人人宝货币A | 基金吧 | 档案
    （002710）红塔红土人人宝货币B | 基金吧 | 档案
    （002711）广发集丰债券A | 基金吧 | 档案
    （002712）广发集丰债券C | 基金吧 | 档案
    （002714）鹏华金城保本混合 | 基金吧 | 档案
    （002715）新华健康生活主题混合 | 基金吧 | 档案
    （002716）博时裕通纯债债券A | 基金吧 | 档案
    （002717）红塔红土盛隆保本混合A | 基金吧 | 档案
    （002718）红塔红土盛隆保本混合C | 基金吧 | 档案
    （002719）融通增祥债券 | 基金吧 | 档案
    （002720）国寿安保尊利增强回报债券A | 基金吧 | 档案
    （002721）国寿安保尊利增强回报债券C | 基金吧 | 档案
    （002722）工银财富货币B | 基金吧 | 档案
    （002723）江信祺福A | 基金吧 | 档案
    （002724）江信祺福C | 基金吧 | 档案
    （002725）中欧强瑞多策略债券 | 基金吧 | 档案
    （002726）华富诚鑫灵活配置混合A | 基金吧 | 档案
    （002727）华富诚鑫灵活配置混合C | 基金吧 | 档案
    （002728）华富益鑫灵活配置混合A | 基金吧 | 档案
    （002729）华富益鑫灵活配置混合C | 基金吧 | 档案
    （002730）华富华鑫灵活配置混合A | 基金吧 | 档案
    （002731）华富华鑫灵活配置混合C | 基金吧 | 档案
    （002732）长盛沪港深混合 | 基金吧 | 档案
    （002733）上银慧盈利货币 | 基金吧 | 档案
    （002734）泓德裕荣纯债债券A | 基金吧 | 档案
    （002735）泓德裕荣纯债债券C | 基金吧 | 档案
    （002736）泓德裕和纯债债券A | 基金吧 | 档案
    （002737）泓德裕和纯债债券C | 基金吧 | 档案
    （002738）泓德裕康债券A | 基金吧 | 档案
    （002739）泓德裕康债券C | 基金吧 | 档案
    （002742）泓德裕祥债券A | 基金吧 | 档案
    （002743）泓德裕祥债券C | 基金吧 | 档案
    （002744）嘉实稳丰纯债债券 | 基金吧 | 档案
    （002745）北信瑞丰丰利保本 | 基金吧 | 档案
    （002746）汇添富多策略定开混合 | 基金吧 | 档案
    （002747）中欧货币C | 基金吧 | 档案
    （002748）中欧货币D | 基金吧 | 档案
    （002749）嘉实稳盛债券 | 基金吧 | 档案
    （002750）工银泰享三年理财债券 | 基金吧 | 档案
    （002751）博时安恒18个月定开债A | 基金吧 | 档案
    （002752）博时安恒18个月定开债C | 基金吧 | 档案
    （002753）建信嘉薪宝货币B | 基金吧 | 档案
    （002754）博时裕创纯债 | 基金吧 | 档案
    （002755）博时裕盛纯债债券 | 基金吧 | 档案
    （002756）招商招兴纯债A | 基金吧 | 档案
    （002757）招商招兴纯债C | 基金吧 | 档案
    （002758）建信现金增利货币 | 基金吧 | 档案
    （002759）东兴安盈宝A | 基金吧 | 档案
    （002760）东兴安盈宝B | 基金吧 | 档案
    （002761）博时安源18个月A | 基金吧 | 档案
    （002762）博时安源18个月C | 基金吧 | 档案
    （002763）大成景华一年定开债A | 基金吧 | 档案
    （002764）大成景华一年定开债C | 基金吧 | 档案
    （002765）新华双利债券A | 基金吧 | 档案
    （002766）新华双利债券C | 基金吧 | 档案
    （002767）泰康宏泰回报混合 | 基金吧 | 档案
    （002768）华安安进保本混合 | 基金吧 | 档案
    （002769）兴业聚盛灵活配置混合C | 基金吧 | 档案
    （002770）安信新回报混合A | 基金吧 | 档案
    （002771）安信新回报混合C | 基金吧 | 档案
    （002772）光大产业新动力混合 | 基金吧 | 档案
    （002773）光大铭鑫混合A | 基金吧 | 档案
    （002774）光大铭鑫混合C | 基金吧 | 档案
    （002775）博时景兴纯债债券 | 基金吧 | 档案
    （002776）招商安荣保本混合A | 基金吧 | 档案
    （002777）招商安荣保本混合C | 基金吧 | 档案
    （002778）新疆前海联合新思路混合A | 基金吧 | 档案
    （002779）新疆前海联合新思路混合C | 基金吧 | 档案
    （002780）前海联合全民健康混合 | 基金吧 | 档案
    （002781）博时聚瑞纯债债券 | 基金吧 | 档案
    （002782）富国祥利定开债发起式 | 基金吧 | 档案
    （002783）东方红价值精选混合A | 基金吧 | 档案
    （002784）东方红价值精选混合C | 基金吧 | 档案
    （002785）中融融裕双利债券A | 基金吧 | 档案
    （002786）中融融裕双利债券C | 基金吧 | 档案
    （002788）融通现金宝货币A | 基金吧 | 档案
    （002789）长盛同享保本混合A | 基金吧 | 档案
    （002790）长盛同享保本混合C | 基金吧 | 档案
    （002791）融通通景灵活配置混合 | 基金吧 | 档案
    （002792）景顺长城顺益回报混合A | 基金吧 | 档案
    （002793）景顺长城顺益回报混合C | 基金吧 | 档案
    （002794）天弘永利债券E | 基金吧 | 档案
    （002795）平安大华惠盈纯债 | 基金吧 | 档案
    （002796）景顺长城景盈双利债券A | 基金吧 | 档案
    （002797）景顺长城景盈双利债券C | 基金吧 | 档案
    （002798）融通稳利债券A | 基金吧 | 档案
    （002801）泓德泓信混合 | 基金吧 | 档案
    （002803）东方红沪港深混合 | 基金吧 | 档案
    （002804）华泰柏瑞量化对冲 | 基金吧 | 档案
    （002805）浙商汇金聚利一年定开债A | 基金吧 | 档案
    （002806）浙商汇金聚利一年定开债C | 基金吧 | 档案
    （002807）融通通安债券 | 基金吧 | 档案
    （002808）泓德优势领航混合 | 基金吧 | 档案
    （002809）鹏华兴华定期开放混合 | 基金吧 | 档案
    （002810）金信转型创新成长混合发起式 | 基金吧 | 档案
    （002811）博时裕顺纯债债券 | 基金吧 | 档案
    （002812）博时裕通纯债债券C | 基金吧 | 档案
    （002813）博时保泰保本A | 基金吧 | 档案
    （002814）博时保泰保本C | 基金吧 | 档案
    （002815）招商招益两年定开债A | 基金吧 | 档案
    （002816）招商招益两年定开债C | 基金吧 | 档案
    （002817）招商招恒纯债A | 基金吧 | 档案
    （002818）招商招恒纯债C | 基金吧 | 档案
    （002819）招商丰美混合A | 基金吧 | 档案
    （002820）招商丰美混合C | 基金吧 | 档案
    （002821）招商丰乐灵活配置混合A | 基金吧 | 档案
    （002822）招商丰乐灵活配置混合C | 基金吧 | 档案
    （002823）招商盛达混合A | 基金吧 | 档案
    （002824）招商盛达混合C | 基金吧 | 档案
    （002825）融通通和债券 | 基金吧 | 档案
    （002826）中银永利半年定开债 | 基金吧 | 档案
    （002827）融通稳利债券C | 基金吧 | 档案
    （002828）南方现金增利货币E | 基金吧 | 档案
    （002829）南方现金增利货币F | 基金吧 | 档案
    （002830）浙商惠丰定开债 | 基金吧 | 档案
    （002831）国投瑞银瑞宁混合 | 基金吧 | 档案
    （002832）工银恒享纯债债券 | 基金吧 | 档案
    （002833）华夏新锦绣混合A | 基金吧 | 档案
    （002834）华夏新锦绣混合C | 基金吧 | 档案
    （002835）华夏新锦泰混合A | 基金吧 | 档案
    （002836）华夏新锦泰混合C | 基金吧 | 档案
    （002837）华夏网购精选混合 | 基金吧 | 档案
    （002838）华夏新锦程混合A | 基金吧 | 档案
    （002839）华夏新锦程混合C | 基金吧 | 档案
    （002840）九泰久鑫债券A | 基金吧 | 档案
    （002841）九泰久鑫债券C | 基金吧 | 档案
    （002842）景顺长城景盈金利债券A | 基金吧 | 档案
    （002843）景顺长城景盈金利债券C | 基金吧 | 档案
    （002844）金鹰多元策略混合 | 基金吧 | 档案
    （002845）上投摩根安鑫回报C | 基金吧 | 档案
    （002846）泓德泓华混合 | 基金吧 | 档案
    （002847）天弘现金管家货币E | 基金吧 | 档案
